,Lemma,POS,4,12,6,13,10,14,11,8,7,2,5,15,9,3,17,16,19,18,1,First_Level,Total,Levels,First_Level_Margin_0.01,First_Level_Margin_0.02
25476,الستيك,noun_prop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25477,الحاسيين,noun_prop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25478,1795,digit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25479,يارنه,noun_prop,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,2.0,2.0,9.0,9.0
25480,تَعْوِيم,noun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25481,وأوستاشا,noun_prop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25482,ٱِنْقَذَف,verb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25483,متدحرجا,adj,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25484,أُورْبان,noun_prop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25485,والسيميائي,adj,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25486,ويشواناث,noun_prop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25487,12C,digit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25488,و13C,digit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25489,التاتامي,noun_prop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25490,كويم,noun_prop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25491,نانتغويلت,noun_prop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25492,لومبار,noun_prop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25493,اللاعودة,noun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25494,197Au,digit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25495,مستكملا,adj,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25496,مخضرا,adj,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25497,مُبَهْرَج,noun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25498,مُتَرَبِّع,adj,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25499,إِلْصاق,noun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25500,طافِي,adj,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25501,البادلة,noun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25502,ومتقبل,adj,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25503,عَدِيّ,adj,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,1.0,11.0,11.0
25504,مُنْهَمِك,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2.0,2.0,8.0,8.0
25505,مَرْبَع,noun,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,3.0,2.0,7.0,7.0
25506,غيمات,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25507,الشوكولا,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25508,عَطِب,verb,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2.0,1.0,8.0,8.0
25509,العصورا,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25510,ميرين,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25511,سَلاقِيّ,adj,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
25512,ومراحب,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25513,برغوات,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25514,قَرْنِيّ,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25515,سَمَر,noun_prop,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,3.0,2.0,7.0,7.0
25516,مَنُوفِيَّة,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
25517,غُنْج,noun,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
25518,حَلا,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25519,إليرس,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25520,حَجا,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25521,صَهِيل,noun,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,2.0,2.0,5.0,5.0
25522,مُضارَعَة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25523,جاراتها,noun,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
25524,مُتَهَرِّب,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25525,النورس,noun,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2.0,1.0,8.0,8.0
25526,تَحَرَّش,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25527,ٱِبْتَذَل,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25528,نُكْر,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25529,سَناء,noun,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
25530,تَبّ,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25531,عَلْمَن,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2.0,2.0,8.0,8.0
25532,شاغَب,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25533,التقديما,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25534,حجوم,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25535,بَسْتَر,verb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,8,3.0,3.0,8.0,8.0
25536,شيانجيانج,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25537,سِقايَة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25538,واعدلوا,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25539,أَبْشَر,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25540,ٱِحْتار,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25541,أخبيء,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25542,الكيندل,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25543,جايمس,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25544,أَطْرَب,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25545,الباندا,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25546,بونجورك,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25547,رَقَأ,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25548,أَصَّل,verb,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,3.0,2.0,7.0,7.0
25549,بالِيه,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25550,تَرَفَّق,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25551,العصائر,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25552,وأحرمتني,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25553,وأحرمت,verb,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2.0,1.0,8.0,8.0
25554,فولكوف,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25555,طَوَى,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25556,تأخذني,verb,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,3.0,3.0,7.0,7.0
25557,مشاوير,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25558,دِيمَة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,1.0,1.0
25559,متبدلا,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25560,متمشيا,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25561,قَفا,verb,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,7,4.0,3.0,7.0,7.0
25562,قِرْطاس,noun,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
25563,الكو,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25564,ثَرّ,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25565,مكاسبا,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25566,غونيز,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25567,ارزينكان,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25568,آصِفِي,noun_prop,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2.0,1.0,8.0,8.0
25569,أتخيرا,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25570,وهامبرغر,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25571,المؤنب,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25572,4143,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25573,١٨٦٦,digit,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
25574,مَعْمَدانِيّ,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25575,باتْلَر,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25576,كَوَّك,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25577,وعانقيها,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25578,مُتَغَلْغِل,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25579,قَصَى,noun,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2.0,1.0,8.0,8.0
25580,قَصا,verb,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2.0,1.0,8.0,8.0
25581,الأرفف,noun,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,8,3.0,2.0,8.0,8.0
25582,مَسْلاة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25583,سِرْت,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25584,غَيابَة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25585,لاشُعُور,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2.0,2.0,8.0,8.0
25586,هَوَج,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25587,واتربرج,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25588,مورال,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25589,وزوتنسبرج,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25590,تَنَحِّي,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25591,جوهانا,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25592,راتس,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25593,مُهَنّا,noun_prop,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,2.0,2.0,7.0,7.0
25594,أَقْعَى,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25595,الكنايات,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25596,والبوشار,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25597,والنفيش,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25598,أَشْوَش,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25599,شامِيّ,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25600,سَيَّر,verb,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2.0,1.0,8.0,8.0
25601,هَفّ,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25602,مَفْسَدَة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2.0,2.0,8.0,8.0
25603,مشمومات,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25604,مذوقات,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25605,ملموسات,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25606,تَقَوَّس,verb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
25607,راكضات,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25608,ٱِخْضَوْضَر,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25609,١٩٠٨,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25610,مقتديا,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25611,ومراعيا,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25612,السلارية,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25613,٣٣٠,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25614,٤٢٦ه,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25615,مُبارَكَة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25616,ظَبْيَة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2.0,2.0,8.0,8.0
25617,قَزْقَز,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25618,تَلَبَّس,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25619,وَلْهان,adj,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
25620,لَظِي,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25621,مبتسرة,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25622,صِيوان,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25623,مارييت,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25624,نَصِير,noun,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,8,5.0,3.0,8.0,8.0
25625,تَفاءَل,verb,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,3.0,3.0,5.0,5.0
25626,رُبْعِيّ,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25627,بَرَق,verb,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,3.0,3.0,7.0,7.0
25628,بورجو,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25629,ماريان,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25630,هيليج,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25631,تَصادَق,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25632,مغروسا,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25633,غانِم,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,2.0,2.0,8.0,8.0
25634,دَكّ,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25635,1311,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25636,يَراع,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25637,عريشته,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25638,حدسية,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25639,تايك,noun_prop,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2.0,1.0,8.0,8.0
25640,٣٩٠,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25641,بَقْشِيش,noun,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2.0,1.0,8.0,8.0
25642,٤٤,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25643,٨٣٢٥٢٢,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25644,سَوِس,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25645,١٧٥٦,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25646,أَوْدَة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25647,١٧٦٤,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25648,مارِينز,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25649,تِرْباس,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25650,دافنبورت,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25651,وأوجو,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25652,باجالو,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25653,شَرْق,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,3.0,2.0,8.0,8.0
25654,نُوتِيّ,noun,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2.0,2.0,8.0,8.0
25655,حَطّ,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25656,والحسون,noun,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2.0,1.0,8.0,8.0
25657,دَخِيلَة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25658,مزمجرا,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25659,تَبار,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25660,مغروزا,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25661,أزملو,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25662,هيملشتاين,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25663,المتواطئين,adj,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25664,وفاهينا,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25665,بُكْلَة,noun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25666,تَدارَك,verb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25667,جوميليف,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25668,إخماتوفا,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25669,أوسيب,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25670,ماندلزتام,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25671,كوماس,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25672,دلاجوي,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25673,جريكلان,noun_prop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
25674,٢٠٢٣,digit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1.0,1.0,8.0,8.0
